hadithnumber,arabicnumber,text,book,hadith,Al-Albani,Muhammad Muhyi Al-Din Abdul Hamid,Shuaib Al Arnaut,Zubair Ali Zai
4197,4197,"حدثنا الحسن بن علي، حدثنا يزيد بن هارون، حدثنا الحجاج بن حسان، قال دخلنا على انس بن مالك فحدثتني اختي المغيرة، قالت وانت يوميذ غلام ولك قرنان او قصتان فمسح راسك وبرك عليك وقال "" احلقوا هذين او قصوهما فان هذا زي اليهود",35,39,Daif Isnaad,Daif Isnaad,,Daif
4198,4198,"حدثنا مسدد، حدثنا سفيان، عن الزهري، عن سعيد، عن ابي هريرة، يبلغ به النبي صلى الله عليه وسلم "" الفطرة خمس او خمس من الفطرة الختان والاستحداد ونتف الابط وتقليم الاظفار وقص الشارب",35,40,Sahih,Sahih,,Sahih Bukhari (5889) Sahih Muslim (257)
4199,4199,حدثنا عبد الله بن مسلمة القعنبي، عن مالك، عن ابي بكر بن نافع، عن ابيه، عن عبد الله بن عمر، ان رسول الله صلى الله عليه وسلم امر باحفاء الشوارب واعفاء اللحى,35,41,Sahih,Sahih,,Sahih Bukhari (5892، 5893) Sahih Muslim (259)
4200,4200,حدثنا مسلم بن ابراهيم، حدثنا صدقة الدقيقي، حدثنا ابو عمران الجوني، عن انس بن مالك، قال وقت لنا رسول الله صلى الله عليه وسلم حلق العانة وتقليم الاظفار وقص الشارب ونتف الابط اربعين يوما مرة . قال ابو داود رواه جعفر بن سليمان عن ابي عمران عن انس لم يذكر النبي صلى الله عليه وسلم قال وقت لنا وهذا اصح,35,42,Sahih,Sahih,Daif,Daif
4201,4201,حدثنا ابن نفيل، حدثنا زهير، قرات على عبد الملك بن ابي سليمان وقراه عبد الملك على ابي الزبير ورواه ابو الزبير عن جابر، قال كنا نعفي السبال الا في حج او عمرة . قال ابو داود الاستحداد حلق العانة,35,43,Daif Isnaad,Daif Isnaad,Daif,Daif
4202,4202,"حدثنا مسدد، حدثنا يحيى، ح وحدثنا مسدد، حدثنا سفيان، - المعنى - عن ابن عجلان، عن عمرو بن شعيب، عن ابيه، عن جده، قال قال رسول الله صلى الله عليه وسلم "" لا تنتفوا الشيب ما من مسلم يشيب شيبة في الاسلام "" . قال عن سفيان "" الا كانت له نورا يوم القيامة "" . وقال في حديث يحيى "" الا كتب الله له بها حسنة وحط عنه بها خطيية",35,44,Hasan Sahih,Hasan Sahih,,Isnaad Hasan
4203,4203,"حدثنا مسدد، حدثنا سفيان، عن الزهري، عن ابي سلمة، وسليمان بن يسار، عن ابي هريرة، يبلغ به النبي صلى الله عليه وسلم قال "" ان اليهود والنصارى لا يصبغون فخالفوهم",35,45,Sahih,Sahih,,Sahih Bukhari (5899) Sahih Muslim (2103)
4204,4204,"حدثنا احمد بن عمرو بن السرح، واحمد بن سعيد الهمداني، قالا حدثنا ابن وهب، حدثنا ابن جريج، عن ابي الزبير، عن جابر بن عبد الله، قال اتي بابي قحافة يوم فتح مكة وراسه ولحيته كالثغامة بياضا فقال رسول الله صلى الله عليه وسلم "" غيروا هذا بشىء واجتنبوا السواد",35,46,Sahih,Sahih,,Sahih Muslim (2102)
4205,4205,"حدثنا الحسن بن علي، حدثنا عبد الرزاق، حدثنا معمر، عن سعيد الجريري، عن عبد الله بن بريدة، عن ابي الاسود الديلي، عن ابي ذر، قال قال رسول الله صلى الله عليه وسلم "" ان احسن ما غير به هذا الشيب الحناء والكتم",35,47,Sahih,Sahih,,Isnaad Sahih
4206,4206,حدثنا احمد بن يونس، حدثنا عبيد الله، - يعني ابن اياد - قال حدثنا اياد، عن ابي رمثة، قال انطلقت مع ابي نحو النبي صلى الله عليه وسلم فاذا هو ذو وفرة بها ردع حناء وعليه بردان اخضران,35,48,Sahih,Sahih,Sahih,Sahih
4207,4207,"حدثنا محمد بن العلاء، حدثنا ابن ادريس، قال سمعت ابن ابجر، عن اياد بن لقيط، عن ابي رمثة، في هذا الخبر قال فقال له ابي ارني هذا الذي بظهرك فاني رجل طبيب . قال "" الله الطبيب بل انت رجل رفيق طبيبها الذي خلقها",35,49,Sahih,Sahih,Sahih,Sahih
4208,4208,"حدثنا ابن بشار، حدثنا عبد الرحمن، حدثنا سفيان، عن اياد بن لقيط، عن ابي رمثة، قال اتيت النبي صلى الله عليه وسلم انا وابي فقال لرجل او لابيه "" من هذا "" . قال ابني . قال "" لا تجني عليه "" . وكان قد لطخ لحيته بالحناء",35,50,Sahih,Sahih,Sahih,Sahih
4209,4209,حدثنا محمد بن عبيد، حدثنا حماد، عن ثابت، عن انس، انه سيل عن خضاب النبي، صلى الله عليه وسلم فذكر انه لم يخضب ولكن قد خضب ابو بكر وعمر رضي الله عنهما,35,51,Sahih,Sahih,Sahih,Sahih Bukhari (5895) Sahih Muslim (2341)
4210,4210,حدثنا عبد الرحيم بن مطرف ابو سفيان، حدثنا عمرو بن محمد، حدثنا ابن ابي رواد، عن نافع، عن ابن عمر، ان النبي صلى الله عليه وسلم كان يلبس النعال السبتية ويصفر لحيته بالورس والزعفران وكان ابن عمر يفعل ذلك,35,52,Sahih,Sahih,Sahih,Isnaad Hasan
4211,4211,"حدثنا عثمان بن ابي شيبة، حدثنا اسحاق بن منصور، حدثنا محمد بن طلحة، عن حميد بن وهب، عن ابن طاوس، عن طاوس، عن ابن عباس، قال مر على النبي صلى الله عليه وسلم رجل قد خضب بالحناء فقال "" ما احسن هذا "" . قال فمر اخر قد خضب بالحناء والكتم فقال "" هذا احسن من هذا "" . قال فمر اخر قد خضب بالصفرة فقال "" هذا احسن من هذا كله",35,53,Daif,Daif,Daif,Daif
4212,4212,"حدثنا ابو توبة، حدثنا عبيد الله، عن عبد الكريم الجزري، عن سعيد بن جبير، عن ابن عباس، قال قال رسول الله صلى الله عليه وسلم "" يكون قوم يخضبون في اخر الزمان بالسواد كحواصل الحمام لا يريحون رايحة الجنة",35,54,Sahih,Sahih,,Isnaad Sahih
4213,4213,"حدثنا مسدد، حدثنا عبد الوارث بن سعيد، عن محمد بن جحادة، عن حميد الشامي، عن سليمان المنبهي، عن ثوبان، مولى رسول الله صلى الله عليه وسلم قال كان رسول الله صلى الله عليه وسلم اذا سافر كان اخر عهده بانسان من اهله فاطمة واول من يدخل عليها اذا قدم فاطمة فقدم من غزاة له وقد علقت مسحا او سترا على بابها وحلت الحسن والحسين قلبين من فضة فقدم فلم يدخل فظنت ان ما منعه ان يدخل ما راى فهتكت الستر وفككت القلبين عن الصبيين وقطعته بينهما فانطلقا الى رسول الله صلى الله عليه وسلم وهما يبكيان فاخذه منهما وقال "" يا ثوبان اذهب بهذا الى ال فلان "" . اهل بيت بالمدينة "" ان هولاء اهل بيتي اكره ان ياكلوا طيباتهم في حياتهم الدنيا يا ثوبان اشتر لفاطمة قلادة من عصب وسوارين من عاج",35,55,Daif Isnaad,Daif Isnaad,Daif,Daif
4214,4214,"حدثنا عبد الرحيم بن مطرف الرواسي، حدثنا عيسى، عن سعيد، عن قتادة، عن انس بن مالك، قال اراد رسول الله صلى الله عليه وسلم ان يكتب الى بعض الاعاجم فقيل له انهم لا يقرءون كتابا الا بخاتم فاتخذ خاتما من فضة ونقش فيه "" محمد رسول الله",36,1,Sahih,Sahih,Sahih,Sahih Bukhari (5872)
4215,4215,حدثنا وهب بن بقية، عن خالد، عن سعيد، عن قتادة، عن انس، بمعنى حديث عيسى بن يونس زاد فكان في يده حتى قبض وفي يد ابي بكر حتى قبض وفي يد عمر حتى قبض وفي يد عثمان فبينما هو عند بير اذ سقط في البير فامر بها فنزحت فلم يقدر عليه,36,2,Sahih Isnaad,Sahih Isnaad,Sahih,Sahih
4216,4216,حدثنا قتيبة بن سعيد، واحمد بن صالح، قالا حدثنا ابن وهب، اخبرني يونس بن يزيد، عن ابن شهاب، قال حدثني انس، قال كان خاتم النبي صلى الله عليه وسلم من ورق فصه حبشي,36,3,Sahih,Sahih,Sahih,Sahih Bukhari (5868) Sahih Muslim (2094)
4217,4217,حدثنا احمد بن يونس، حدثنا زهير، حدثنا حميد الطويل، عن انس بن مالك، قال كان خاتم النبي صلى الله عليه وسلم من فضة كله فصه منه,36,4,Sahih,Sahih,Sahih,Sahih
4218,4218,"حدثنا نصير بن الفرج، حدثنا ابو اسامة، عن عبيد الله، عن نافع، عن ابن عمر، قال اتخذ رسول الله صلى الله عليه وسلم خاتما من ذهب وجعل فصه مما يلي بطن كفه ونقش فيه "" محمد رسول الله "" . فاتخذ الناس خواتم الذهب فلما راهم قد اتخذوها رمى به وقال "" لا البسه ابدا "" . ثم اتخذ خاتما من فضة نقش فيه "" محمد رسول الله "" . ثم لبس الخاتم بعده ابو بكر ثم لبسه بعد ابي بكر عمر ثم لبسه بعده عثمان حتى وقع في بير اريس . قال ابو داود ولم يختلف الناس على عثمان حتى سقط الخاتم من يده",36,5,Sahih,Sahih,,Sahih Bukhari (5866) Sahih Muslim (2091)
4219,4219,"حدثنا عثمان بن ابي شيبة، حدثنا سفيان بن عيينة، عن ايوب بن موسى، عن نافع، عن ابن عمر، في هذا الخبر عن النبي صلى الله عليه وسلم فنقش فيه "" محمد رسول الله "" . وقال "" لا ينقش احد على نقش خاتمي هذا "" . ثم ساق الحديث",36,6,Sahih,Sahih,Sahih,Sahih Muslim (2091)
4220,4220,"حدثنا محمد بن يحيى بن فارس، حدثنا ابو عاصم، عن المغيرة بن زياد، عن نافع، عن ابن عمر، بهذا الخبر عن النبي صلى الله عليه وسلم قال فالتمسوه فلم يجدوه فاتخذ عثمان خاتما ونقش فيه "" محمد رسول الله "" . قال فكان يختم به او يتختم به",36,7,Daif Isnaad,Daif Isnaad,Hasan,Isnaad Hasan
4221,4221,حدثنا محمد بن سليمان، لوين عن ابراهيم بن سعد، عن ابن شهاب، عن انس بن مالك، انه راى في يد النبي صلى الله عليه وسلم خاتما من ورق يوما واحدا فصنع الناس فلبسوا وطرح النبي صلى الله عليه وسلم فطرح الناس . قال ابو داود رواه عن الزهري زياد بن سعد وشعيب وابن مسافر كلهم قال من ورق,36,8,Sahih,Sahih,Sahih,Sahih Bukhari (2094) Sahih Muslim (5868)
4222,4222,حدثنا مسدد، حدثنا المعتمر، قال سمعت الركين بن الربيع، يحدث عن القاسم بن حسان، عن عبد الرحمن بن حرملة، ان ابن مسعود، كان يقول كان نبي الله صلى الله عليه وسلم يكره عشر خلال الصفرة - يعني الخلوق - وتغيير الشيب وجر الازار والتختم بالذهب والتبرج بالزينة لغير محلها والضرب بالكعاب والرقى الا بالمعوذات وعقد التمايم وعزل الماء لغير او غير محله او عن محله وفساد الصبي غير محرمه . قال ابو داود انفرد باسناد هذا الحديث اهل البصرة والله اعلم,36,9,Munkar,Munkar,Daif,Daif
4223,4223,"حدثنا الحسن بن علي، ومحمد بن عبد العزيز بن ابي رزمة، - المعنى - ان زيد بن حباب، اخبرهم عن عبد الله بن مسلم السلمي المروزي ابي طيبة، عن عبد الله بن بريدة، عن ابيه، ان رجلا، جاء الى النبي صلى الله عليه وسلم وعليه خاتم من شبه فقال له "" ما لي اجد منك ريح الاصنام "" . فطرحه ثم جاء وعليه خاتم من حديد فقال "" ما لي ارى عليك حلية اهل النار "" . فطرحه فقال يا رسول الله من اى شىء اتخذه قال "" اتخذه من ورق ولا تتمه مثقالا "" . ولم يقل محمد عبد الله بن مسلم . ولم يقل الحسن السلمي المروزي",36,10,Daif,Daif,Daif,Hasan
4224,4224,حدثنا ابن المثنى، وزياد بن يحيى، والحسن بن علي، قالوا حدثنا سهل بن حماد ابو عتاب، حدثنا ابو مكين، نوح بن ربيعة حدثني اياس بن الحارث بن المعيقيب، وجده، من قبل امه ابو ذباب عن جده، قال كان خاتم النبي صلى الله عليه وسلم من حديد ملوي عليه فضة . قال فربما كان في يده قال وكان المعيقيب على خاتم النبي صلى الله عليه وسلم,36,11,Daif,Daif,,Isnaad Hasan
4225,4225,"حدثنا مسدد، حدثنا بشر بن المفضل، حدثنا عاصم بن كليب، عن ابي بردة، عن علي، - رضى الله عنه - قال قال لي رسول الله صلى الله عليه وسلم "" قل اللهم اهدني وسددني واذكر بالهداية هداية الطريق واذكر بالسداد تسديدك السهم "" . قال ونهاني ان اضع الخاتم في هذه او في هذه للسبابة والوسطى - شك عاصم - ونهاني عن القسية والميثرة . قال ابو بردة فقلنا لعلي ما القسية قال ثياب تاتينا من الشام او من مصر مضلعة فيها امثال الاترج قال والميثرة شىء كانت تصنعه النساء لبعولتهن",36,12,Sahih,Sahih,,Sahih Muslim (2078 After 2095)
4226,4226,حدثنا احمد بن صالح، حدثنا ابن وهب، اخبرني سليمان بن بلال، عن شريك بن ابي نمر، عن ابراهيم بن عبد الله بن حنين، عن ابيه، عن علي، - رضى الله تعالى عنه - عن النبي صلى الله عليه وسلم . قال شريك واخبرني ابو سلمة بن عبد الرحمن ان النبي صلى الله عليه وسلم كان يتختم في يمينه,36,13,Sahih,Sahih,Sahih,Isnaad Hasan
4227,4227,حدثنا نصر بن علي، حدثني ابي، حدثنا عبد العزيز بن ابي رواد، عن نافع، عن ابن عمر، ان النبي صلى الله عليه وسلم كان يتختم في يساره وكان فصه في باطن كفه . قال ابو داود قال ابن اسحاق واسامة - يعني ابن زيد - عن نافع باسناده في يمينه,36,14,Shadh,Shadh,,Daif
4228,4228,حدثنا هناد، عن عبدة، عن عبيد الله، عن نافع، ان ابن عمر، كان يلبس خاتمه في يده اليسرى,36,15,Sahih Isnaad,Sahih Isnaad,,Isnaad Sahih
4229,4229,حدثنا عبد الله بن سعيد، حدثنا يونس بن بكير، عن محمد بن اسحاق، قال رايت على الصلت بن عبد الله بن نوفل بن عبد المطلب خاتما في خنصره اليمنى فقلت ما هذا قال رايت ابن عباس يلبس خاتمه هكذا وجعل فصه على ظهرها . قال ولا يخال ابن عباس الا قد كان يذكر ان رسول الله صلى الله عليه وسلم كان يلبس خاتمه كذلك,36,16,Hasan Sahih,Hasan Sahih,Hasan,Isnaad Hasan
4230,4230,"حدثنا علي بن سهل، وابراهيم بن الحسن، قالا حدثنا حجاج، عن ابن جريج، اخبرني عمر بن حفص، ان عامر بن عبد الله، - قال علي بن سهل ابن الزبير - اخبره ان مولاة لهم ذهبت بابنة الزبير الى عمر بن الخطاب وفي رجلها اجراس فقطعها عمر ثم قال سمعت رسول الله صلى الله عليه وسلم يقول "" ان مع كل جرس شيطانا",36,17,Daif,Daif,,Daif
4231,4231,"حدثنا محمد بن عبد الرحيم، حدثنا روح، حدثنا ابن جريج، عن بنانة، مولاة عبد الرحمن بن حسان الانصاري عن عايشة، قالت بينما هي عندها اذ دخل عليها بجارية وعليها جلاجل يصوتن فقالت لا تدخلنها على الا ان تقطعوا جلاجلها وقالت سمعت رسول الله صلى الله عليه وسلم يقول "" لا تدخل الملايكة بيتا فيه جرس",36,18,Hasan,Hasan,,Daif
4232,4232,حدثنا موسى بن اسماعيل، ومحمد بن عبد الله الخزاعي، - المعنى - قالا حدثنا ابو الاشهب، عن عبد الرحمن بن طرفة، ان جده، عرفجة بن اسعد قطع انفه يوم الكلاب فاتخذ انفا من ورق فانتن عليه فامره النبي صلى الله عليه وسلم فاتخذ انفا من ذهب,36,19,Hasan,Hasan,,Isnaad Hasan
4233,4233,حدثنا الحسن بن علي، حدثنا يزيد بن هارون، وابو عاصم قالا حدثنا ابو الاشهب، عن عبد الرحمن بن طرفة، عن عرفجة بن اسعد، بمعناه . قال يزيد قلت لابي الاشهب ادرك عبد الرحمن بن طرفة جده عرفجة قال نعم,36,20,Hasan,Hasan,,Hasan
4234,4234,حدثنا مومل بن هشام، حدثنا اسماعيل، عن ابي الاشهب، عن عبد الرحمن بن طرفة بن عرفجة بن اسعد، عن ابيه، ان عرفجة، بمعناه,36,21,,,,Hasan
4235,4235,"حدثنا ابن نفيل، حدثنا محمد بن سلمة، عن محمد بن اسحاق، قال حدثني يحيى بن عباد، عن ابيه، عباد بن عبد الله عن عايشة، رضى الله عنها قالت قدمت على النبي صلى الله عليه وسلم حلية من عند النجاشي اهداها له فيها خاتم من ذهب فيه فص حبشي - قالت - فاخذه رسول الله صلى الله عليه وسلم بعود معرضا عنه او ببعض اصابعه ثم دعى امامة ابنة ابي العاص ابنة ابنته زينب فقال "" تحلى بهذا يا بنية",36,22,Hasan Isnaad,Hasan Isnaad,,Isnaad Hasan
4236,4236,"حدثنا عبد الله بن مسلمة، حدثنا عبد العزيز، - يعني ابن محمد - عن اسيد بن ابي اسيد البراد، عن نافع بن عياش، عن ابي هريرة، ان رسول الله صلى الله عليه وسلم قال "" من احب ان يحلق حبيبه حلقة من نار فليحلقه حلقة من ذهب ومن احب ان يطوق حبيبه طوقا من نار فليطوقه طوقا من ذهب ومن احب ان يسور حبيبه سوارا من نار فليسوره سوارا من ذهب ولكن عليكم بالفضة فالعبوا بها",36,23,Hasan,Hasan,,Isnaad Hasan
4237,4237,"حدثنا مسدد، حدثنا ابو عوانة، عن منصور، عن ربعي بن حراش، عن امراته، عن اخت، لحذيفة ان رسول الله صلى الله عليه وسلم قال "" يا معشر النساء اما لكن في الفضة ما تحلين به اما انه ليس منكن امراة تحلى ذهبا تظهره الا عذبت به",36,24,Daif,Daif,Daif,Daif
4238,4238,"حدثنا موسى بن اسماعيل، حدثنا ابان بن يزيد العطار، حدثنا يحيى، ان محمود بن عمرو الانصاري، حدثه ان اسماء بنت يزيد حدثته ان رسول الله صلى الله عليه وسلم قال "" ايما امراة تقلدت قلادة من ذهب قلدت في عنقها مثله من النار يوم القيامة وايما امراة جعلت في اذنها خرصا من ذهب جعل في اذنها مثله من النار يوم القيامة",36,25,Daif,Daif,Daif,Daif
4239,4239,حدثنا حميد بن مسعدة، حدثنا اسماعيل، حدثنا خالد، عن ميمون القناد، عن ابي قلابة، عن معاوية بن ابي سفيان، ان رسول الله صلى الله عليه وسلم نهى عن ركوب النمار وعن لبس الذهب الا مقطعا . قال ابو داود ابو قلابة لم يلق معاوية,36,26,Sahih,Sahih,,Sahih
4240,4240,حدثنا عثمان بن ابي شيبة، حدثنا جرير، عن الاعمش، عن ابي وايل، عن حذيفة، قال قام فينا رسول الله صلى الله عليه وسلم قايما فما ترك شييا يكون في مقامه ذلك الى قيام الساعة الا حدثه حفظه من حفظه ونسيه من نسيه قد علمه اصحابه هولاء وانه ليكون منه الشىء فاذكره كما يذكر الرجل وجه الرجل اذا غاب عنه ثم اذا راه عرفه,37,1,Sahih,Sahih,Sahih,Sahih Bukhari (6604) Sahih Muslim (2891)
4241,4241,"حدثنا هارون بن عبد الله، حدثنا ابو داود الحفري، عن بدر بن عثمان، عن عامر، عن رجل، عن عبد الله، عن النبي صلى الله عليه وسلم قال "" يكون في هذه الامة اربع فتن في اخرها الفناء",37,2,Daif,Daif,Daif,Daif
4242,4242,"حدثنا يحيى بن عثمان بن سعيد الحمصي، حدثنا ابو المغيرة، حدثني عبد الله بن سالم، حدثني العلاء بن عتبة، عن عمير بن هاني العنسي، قال سمعت عبد الله بن عمر، يقول كنا قعودا عند رسول الله صلى الله عليه وسلم فذكر الفتن فاكثر في ذكرها حتى ذكر فتنة الاحلاس فقال قايل يا رسول الله وما فتنة الاحلاس قال "" هي هرب وحرب ثم فتنة السراء دخنها من تحت قدمى رجل من اهل بيتي يزعم انه مني وليس مني وانما اوليايي المتقون ثم يصطلح الناس على رجل كورك على ضلع ثم فتنة الدهيماء لا تدع احدا من هذه الامة الا لطمته لطمة فاذا قيل انقضت تمادت يصبح الرجل فيها مومنا ويمسي كافرا حتى يصير الناس الى فسطاطين فسطاط ايمان لا نفاق فيه وفسطاط نفاق لا ايمان فيه فاذا كان ذاكم فانتظروا الدجال من يومه او من غده",37,3,Sahih,Sahih,,Isnaad Sahih
4243,4243,حدثنا محمد بن يحيى بن فارس، حدثنا ابن ابي مريم، اخبرنا ابن فروخ، اخبرني اسامة بن زيد، اخبرني ابن لقبيصة بن ذويب، عن ابيه، قال قال حذيفة بن اليمان والله ما ادري انسي اصحابي ام تناسوا والله ما ترك رسول الله صلى الله عليه وسلم من قايد فتنة الى ان تنقضي الدنيا يبلغ من معه ثلاثماية فصاعدا الا قد سماه لنا باسمه واسم ابيه واسم قبيلته,37,4,Daif,Daif,Daif,Hasan
4244,4244,"حدثنا مسدد، حدثنا ابو عوانة، عن قتادة، عن نصر بن عاصم، عن سبيع بن خالد، قال اتيت الكوفة في زمن فتحت تستر اجلب منها بغالا فدخلت المسجد فاذا صدع من الرجال واذا رجل جالس تعرف اذا رايته انه من رجال اهل الحجاز قال قلت من هذا فتجهمني القوم وقالوا اما تعرف هذا هذا حذيفة بن اليمان صاحب رسول الله صلى الله عليه وسلم فقال حذيفة ان الناس كانوا يسالون رسول الله صلى الله عليه وسلم عن الخير وكنت اساله عن الشر فاحدقه القوم بابصارهم فقال اني قد ارى الذي تنكرون اني قلت يا رسول الله ارايت هذا الخير الذي اعطانا الله ايكون بعده شر كما كان قبله قال "" نعم "" . قلت فما العصمة من ذلك قال "" السيف "" . قلت يا رسول الله ثم ماذا يكون قال "" ان كان لله خليفة في الارض فضرب ظهرك واخذ مالك فاطعه والا فمت وانت عاض بجذل شجرة "" . قلت ثم ماذا قال "" ثم يخرج الدجال معه نهر ونار فمن وقع في ناره وجب اجره وحط وزره ومن وقع في نهره وجب وزره وحط اجره "" . قال قلت ثم ماذا قال "" ثم هي قيام الساعة",37,5,Hasan,Hasan,,Hasan
4245,4245,"حدثنا محمد بن يحيى بن فارس، حدثنا عبد الرزاق، عن معمر، عن قتادة، عن نصر بن عاصم، عن خالد بن خالد اليشكري، بهذا الحديث قال قلت بعد السيف قال "" بقية على اقذاء وهدنة على دخن "" . ثم ساق الحديث قال كان قتادة يضعه على الردة التي في زمن ابي بكر "" على اقذاء "" . يقول قذى . "" وهدنة "" . يقول صلح "" على دخن "" . على ضغاين",37,6,Hasan,Hasan,Hasan,Hasan
4246,4246,"حدثنا عبد الله بن مسلمة القعنبي، حدثنا سليمان، - يعني ابن المغيرة - عن حميد، عن نصر بن عاصم الليثي، قال اتينا اليشكري في رهط من بني ليث فقال من القوم فقلنا بنو ليث اتيناك نسالك عن حديث حذيفة فذكر الحديث قال قلت يا رسول الله هل بعد هذا الخير شر قال "" فتنة وشر "" . قال قلت يا رسول الله هل بعد هذا الشر خير قال "" يا حذيفة تعلم كتاب الله واتبع ما فيه "" . ثلاث مرار . قال قلت يا رسول الله هل بعد هذا الشر خير قال "" هدنة على دخن وجماعة على اقذاء فيها او فيهم "" . قلت يا رسول الله الهدنة على الدخن ما هي قال "" لا ترجع قلوب اقوام على الذي كانت عليه "" . قال قلت يا رسول الله ابعد هذا الخير شر قال "" فتنة عمياء صماء عليها دعاة على ابواب النار فان تمت يا حذيفة وانت عاض على جذل خير لك من ان تتبع احدا منهم",37,7,Hasan,Hasan,,Isnaad Sahih
4247,4247,"حدثنا مسدد، حدثنا عبد الوارث، حدثنا ابو التياح، عن صخر بن بدر العجلي، عن سبيع بن خالد، بهذا الحديث عن حذيفة، عن النبي صلى الله عليه وسلم قال "" فان لم تجد يوميذ خليفة فاهرب حتى تموت فان تمت وانت عاض "" . وقال في اخره قال قلت فما يكون بعد ذلك قال "" لو ان رجلا نتج فرسا لم تنتج حتى تقوم الساعة",37,8,Hasan,Hasan,,Hasan
4248,4248,"حدثنا مسدد، حدثنا عيسى بن يونس، حدثنا الاعمش، عن زيد بن وهب، عن عبد الرحمن بن عبد رب الكعبة، عن عبد الله بن عمرو، ان النبي صلى الله عليه وسلم قال "" من بايع اماما فاعطاه صفقة يده وثمرة قلبه فليطعه ما استطاع فان جاء اخر ينازعه فاضربوا رقبة الاخر "" . قلت انت سمعت هذا من رسول الله صلى الله عليه وسلم قال سمعته اذناى ووعاه قلبي . قلت هذا ابن عمك معاوية يامرنا ان نفعل ونفعل . قال اطعه في طاعة الله واعصه في معصية الله",37,9,Sahih,Sahih,,Sahih Muslim (1844)
4249,4249,"حدثنا محمد بن يحيى بن فارس، حدثنا عبيد الله بن موسى، عن شيبان، عن الاعمش، عن ابي صالح، عن ابي هريرة، عن النبي صلى الله عليه وسلم قال "" ويل للعرب من شر قد اقترب افلح من كف يده",37,10,Sahih,Sahih,,Daif
4250,4250,"قال ابو داود حدثت عن ابن وهب، قال حدثنا جرير بن حازم، عن عبيد الله بن عمر، عن نافع، عن ابن عمر، قال قال رسول الله صلى الله عليه وسلم "" يوشك المسلمون ان يحاصروا الى المدينة حتى يكون ابعد مسالحهم سلاح",37,11,Sahih,Sahih,,Hasan
4251,4251,حدثنا احمد بن صالح، عن عنبسة، عن يونس، عن الزهري، قال وسلاح قريب من خيبر,37,12,Sahih Isnaad Maqtu,Sahih Isnaad Maqtu,,Sahih
4252,4252,"حدثنا سليمان بن حرب، ومحمد بن عيسى، قالا حدثنا حماد بن زيد، عن ايوب، عن ابي قلابة، عن ابي اسماء، عن ثوبان، قال قال رسول الله صلى الله عليه وسلم "" ان الله زوى لي الارض "" . او قال "" ان ربي زوى لي الارض فرايت مشارقها ومغاربها وان ملك امتي سيبلغ ما زوي لي منها واعطيت الكنزين الاحمر والابيض واني سالت ربي لامتي ان لا يهلكها بسنة بعامة ولا يسلط عليهم عدوا من سوى انفسهم فيستبيح بيضتهم وان ربي قال لي يا محمد اني اذا قضيت قضاء فانه لا يرد ولا اهلكهم بسنة بعامة ولا اسلط عليهم عدوا من سوى انفسهم فيستبيح بيضتهم ولو اجتمع عليهم من بين اقطارها او قال باقطارها حتى يكون بعضهم يهلك بعضا وحتى يكون بعضهم يسبي بعضا وانما اخاف على امتي الايمة المضلين واذا وضع السيف في امتي لم يرفع عنها الى يوم القيامة ولا تقوم الساعة حتى تلحق قبايل من امتي بالمشركين وحتى تعبد قبايل من امتي الاوثان وانه سيكون في امتي كذابون ثلاثون كلهم يزعم انه نبي وانا خاتم النبيين لا نبي بعدي ولا تزال طايفة من امتي على الحق "" . قال ابن عيسى "" ظاهرين "" . ثم اتفقا "" لا يضرهم من خالفهم حتى ياتي امر الله",37,13,Sahih,Sahih,Sahih,Sahih Muslim (2889)
4253,4253,"حدثنا محمد بن عوف الطايي، حدثنا محمد بن اسماعيل، حدثني ابي، - قال ابن عوف وقرات في اصل اسماعيل - قال حدثني ضمضم، عن شريح، عن ابي مالك، - يعني الاشعري - قال قال رسول الله صلى الله عليه وسلم "" ان الله اجاركم من ثلاث خلال ان لا يدعو عليكم نبيكم فتهلكوا جميعا وان لا يظهر اهل الباطل على اهل الحق وان لا تجتمعوا على ضلالة",37,14,Daif,Daif,,Daif
4254,4254,"حدثنا محمد بن سليمان الانباري، حدثنا عبد الرحمن، عن سفيان، عن منصور، عن ربعي بن حراش، عن البراء بن ناجية، عن عبد الله بن مسعود، عن النبي صلى الله عليه وسلم قال "" تدور رحى الاسلام لخمس وثلاثين او ست وثلاثين او سبع وثلاثين فان يهلكوا فسبيل من هلك وان يقم لهم دينهم يقم لهم سبعين عاما "" . قال قلت امما بقي او مما مضى قال "" مما مضى "" . قال ابو داود من قال خراش فقد اخطا",37,15,Sahih,Sahih,,Isnaad Hasan
4255,4255,"حدثنا احمد بن صالح، حدثنا عنبسة، حدثني يونس، عن ابن شهاب، قال حدثني حميد بن عبد الرحمن، ان ابا هريرة، قال قال رسول الله صلى الله عليه وسلم "" يتقارب الزمان وينقص العلم وتظهر الفتن ويلقى الشح ويكثر الهرج "" . قيل يا رسول الله اية هو قال "" القتل القتل",37,16,Sahih,Sahih,,Sahih Muslim (157 After 2672)
