hadithnumber,text,book,hadith,arabicnumber
7160,,53,29,2838.03
7161,,53,30,2839
7162,,53,31,2840
7163,"D'après Abou Hourayra (que Dieu l'agrée), le Prophète (paix et bénédiction de Dieu sur lui) a dit : Dieu –qu'Il soit Loué et Exalté- a créé Adam sur Sa propre image, avec une taille élevée de soixante coudées. Quand Il l'a créé, il lui a dit : ""Va auprès de ce groupe d'Anges, tu les trouveras assis, salue les et écoute la formule dont ils se serviront pour te répondre, car elle sera la formule de salutation dont vous vous servirez, toi et ta postérité"". Il alla alors les trouver et leur dit : ""La paix soit sur vous!"". - ""La paix soit sur toi, répondirent-ils, ainsi que la miséricorde de Dieu!"". Ils ajoutèrent donc ces mots : ""ainsi que la miséricorde de Dieu"". Ainsi, tous ceux qui entreront au Paradis, auront la forme qu'avait Adam et seront longs de soixante coudées, bien que jusqu'ici la stature des hommes n'ait cessé d'aller en diminuant. De l'ardeur du feu de Géhenne, de la profondeur de son abîme et de ce qu'elle touchera des réprouvés",53,32,2841
7164,,53,33,2842
7165,"D'après Abou Hourayra (que Dieu l'agrée), l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) a dit : ""Votre feu (terrestre) n'est qu'une partie des soixante-dix parties formant le feu de l'Enfer"". On lui dit alors : ""Envoyé de Dieu! Pourtant, ce feu terrestre est certes bien suffisant!"". Il repartit : ""Toutefois, le feu de l'Enfer a de plus que votre feu, soixante-neuf parties, dont chacune a l'ardeur du feu terrestre"". Les tyrans entreront en Enfer et les pauvres au Paradis",53,34,2843.01
7166,,53,35,2843.02
7167,,53,36,2844.01
7168,,53,37,2844.02
7169,,53,38,2845.01
7170,,53,39,2845.02
7171,,53,40,2845.03
7172,"D'après Abou Hourayra (que Dieu l'agrée), le Prophète (paix et bénédiction de Dieu sur lui) a dit : Une discussion s'éleva entre le Paradis et l'Enfer. - ""Moi, dit l'Enfer, mes hôtes sont les orgueilleux et les gens hautains"". - ""Moi, dit le Paradis, mes hôtes sont les faibles et les humbles"". - ""Toi, dit Dieu en s'adressant à l'Enfer, tu es Mon châtiment et c'est par toi que Je châtie qui Je veux –selon une autre version- Je punis avec toi qui Je veux. Tandis que toi, poursuivit Dieu en s'adressant au Paradis, tu es Ma clémence et c'est par toi que Je me montre clément envers qui Je veux, et chacun de vous deux sera plein",53,41,2846.01
7173,,53,42,2846.02
7174,,53,43,2846.03
7175,,53,44,2846.04
7176,,53,45,2847
7177,"D'après Anas Ibn Mâlik (que Dieu l'agrée), le Prophète (paix et bénédiction de Dieu sur lui) a dit : L'Enfer ne cessera pas de dire : ""Y en a-t-il encore d'autres réprouvés"" jusqu'à ce que Dieu, que soient exaltées Sa toute puissance et Sa grandeur, y posera Son pied. Alors, il (l'Enfer) dira : ""Assez! Assez! Par Ta majesté"" et ses parties se rapprocheront les unes des autres",53,46,2848.01
7178,,53,47,2848.02
7179,,53,48,2848.03
7180,,53,49,2848.04
7181,"D'après Abou Sa'îd (que Dieu l'agrée), l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) a dit : ""Le Jour de la Résurrection, on amènera la mort sous la forme d'un bélier plutôt blanc que noir"". Un héraut criera : ""Hé! Les gens du Paradis. Reconnaissez-vous ceci?"". Ceux-ci tendront le cou et regarderont. - ""Oui, répondront-ils, c'est la mort"". Ensuite le héraut criera : ""Hé! les gens de l'Enfer. Reconnaissez-vous ceci?"". Ceux-ci tendront le cou et regarderont. - ""Oui, répondront-ils, c'est la mort"". Puis, l'ordre sera donné de l'égorger. - ""Ô gens du Paradis, s'écriera ensuite le héraut, vous êtes immortels; la mort n'existe plus. Ô gens de l'Enfer, vous êtes immortels; la mort n'existe plus"". Puis, l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) récita ensuite ce verset : Et avertis-les du Jour du Regret, quand tout sera réglé; alors qu'ils sont (dans ce monde) inattentifs et qu'ils ne croient pas. Ceci dit, le Prophète indiqua de la main l'ici-bas. Abou Kurayb ajoute seulement à ce hadith que le bélier sera arrêté entre le Paradis et l'Enfer et il approuve tout le reste",53,50,2849.01
7182,,53,51,2849.02
7183,"D'après 'Abdoullâh Ibn 'Omar (رضي الله عنهما), le Prophète (paix et bénédiction de Dieu sur lui) a dit : Lorsque Dieu fera entrer les bienheureux au Paradis et les réprouvés en Enfer, il se lèvera entre eux un héraut qui criera : ""Ô habitants de l'Enfer, la mort n'existe plus; ô hôtes du Paradis, la mort n'existe plus. Chacun de vous restera éternellement là où il se trouve",53,52,2850.01
7184,,53,53,2850.02
7185,"D'après Abou Hourayra (que Dieu l'agrée), le Prophète (paix et bénédiction de Dieu sur lui) a dit : ""La molaire de l'infidèle, ou selon une variante la canine de l'infidèle, sera (le Jour de la Résurrection) aussi volumineuse que la montagne de 'Uhud et l'épaisseur de sa peau sera de trois jours de marche",53,54,2851
7186,"D'après Abou Hourayra (que Dieu l'agrée), le Prophète (paix et bénédiction de Dieu sur lui) a dit : ""L'espace compris entre les deux épaules de l'infidèle en Enfer sera comparable à la distance parcourue en trois jours par un cavalier qui part à vive allure",53,55,2852
7187,"Hâritha Ibn Wahb (que Dieu l'agrée) a dit : Il a entendu le Prophète (paix et bénédiction de Dieu sur lui) dire : ""Ne voulez-vous pas que je vous indique les gens du Paradis?"". - ""Si"", lui répondit-on. - ""Toute personne faible et humble; qui s'il jure par le nom de Dieu (qu'une chose sera faite), Dieu fait de sorte que son serment se réalise"". Puis il dit : ""Ne voulez-vous pas que je vous indique les gens de l'Enfer?"". - ""Si"", lui répondit-on. - ""Toute personne rude, grossière et arrogante",53,56,2853.01
7188,,53,57,2853.02
7189,,53,58,2853.03
7190,,53,59,2854
7191,"Abdoullâh Ibn Zam'a (que Dieu l'agrée) a dit : Le Prophète (paix et bénédiction de Dieu sur lui) fit un sermon dans lequel il parla de la chamelle et de celui qui, après lui avoir couper les jarrets, la tua. L'Envoyé de Dieu récita ensuite ce verset : lorsque le plus misérable d'entre eux se leva (pour tuer la chamelle) puis il ajouta : ""L'homme qui se leva était doté d'une grande autorité, turbulent et redouté des siens, tel Abou Zam'a"". Ensuite, l'Envoyé de Dieu parla des femmes puis dit : ""Pourquoi l'un de vous fouette-t-il sa femme",53,60,2855
7192,"D'après Abou Hourayra (que Dieu l'agrée), le Prophète (paix et bénédiction de Dieu sur lui) a dit : ""J'ai vu 'Amr Ibn Luhayy Ibn Qam'a Ibn Khindif Abou Banû Ka'b traîner ses entrailles en Enfer"". Anéantissement de la terre et rassemblement au Jour de la Résurrection",53,61,2856.01
7193,,53,62,2856.02
7194,,53,63,2128.02
7195,,53,64,2857.01
7196,,53,65,2857.02
7197,,53,66,2858
7198,"Aïcha (que Dieu soit satisfait d'elle) a dit : J'ai entendu l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) dire : ""Le Jour de la Résurrection, les gens seront rassemblés pieds nus, sans vêtements et incirconcis"". - ""Alors, ô Envoyé de Dieu, lui dit 'Aïcha, les hommes et les femmes se verront les uns les autres (nus)"". - ""Ô 'Aïcha, dit le Prophète, la circonstance sera très grave pour que les uns se préoccupent de regarder les autres",53,67,2859.01
7199,,53,68,2859.02
7200,,53,69,2860.01
7201,,53,70,2860.02
7202,"D'après Abou Hourayra (que Dieu l'agrée), le Prophète (paix et bénédiction de Dieu sur lui) a dit : ""Les hommes seront rassemblés de trois façons : les désireux (du Paradis), les effrayés (de l'Enfer); ceux qui viendront à deux, à trois, à quatre ou à dix montant sur un seul chameau. Le feu rassemblera les autres; il dormira là où ils dormiront, fera la sieste là où ils la feront; il passera le matin là où ils le passeront et sera le soir où ils le seront"". Aspect du Jour de la Résurrection et ses affres",53,71,2861
7203,"D'après 'Abdoullâh Ibn 'Omar (رضي الله عنهما), le Prophète (paix et bénédiction de Dieu sur lui) a dit : Le jour où les gens se tiendront debout devant le Seigneur de l'Univers La sueur de quelques-uns leur arrivera jusqu'aux mi-oreilles",53,72,2862.01
7204,,53,73,2862.02
7205,"D'après Abou Hourayra (que Dieu l'agrée), l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) a dit : Au Jour de la Résurrection, les hommes transpireront à tel point que la sueur laissera sa trace sur le sol sur une longueur de soixante-dix coudées et qu'elle leur montera jusqu'à la bouche, ou suivant une variante, jusqu'aux oreilles. Thawr n'est pas sûr lequel des deux mots il a utilisé (bouche ou oreilles). On montrera au mort sa place au Paradis ou en Enfer. Tourment de la tombe et refuge auprès de Dieu contre lequel",53,74,2863
7206,,53,75,2864
7207,,53,76,2865.01
7208,,53,77,2865.02
7209,,53,78,2865.03
7210,,53,79,2865.04
7211,,53,80,2866.01
7212,"D'après Ibn 'Omar (رضي الله عنهما), l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) a dit : Quand l'un de vous meurt, le matin et le soir, on lui montrera la place qu'il occupera parmi les gens du Paradis, s'il est l'un des bienheureux du Paradis; ou parmi les gens de l'Enfer, s'il est l'un des reprouvés de l'Enfer et on lui dira : ""Voilà où tu demeureras lorsque Dieu te ressuscitera au Jour de la Résurrection",53,81,2866.02
7213,,53,82,2867
7214,,53,83,2868
7215,,53,84,2869
7216,"D'après Anas Ibn Mâlik (que Dieu l'agrée), l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) a dit : Quand le mort est mis dans sa tombe, que ses amis s'éloignent et retournent chez eux, et alors qu'il entend encore le claquement de leurs sandales, deux anges se rendent auprès de lui, le font dresser sur son séant et lui disent à mon sujet : ""Que disais-tu de cet homme?"". Si le mort est un vrai Croyant il répondra : ""Je confesse qu'il est le Serviteur de Dieu et Son Envoyé"". Alors les anges lui diront : ""Regarde la place que tu aurais occupée en Enfer et celle que Dieu en échange t'a assignée au Paradis"". Et l'homme verra à la fois les deux places",53,85,2870.01
7217,,53,86,2870.02
7218,,53,87,2870.03
7219,"D'après Al-Barâ' Ibn 'Azib (que Dieu l'agrée), le Prophète (paix et bénédiction de Dieu sur lui) a dit : Ce verset : Dieu affermit les Croyants par la parole ferme dans la vie présente et dans l'au-delà... fut révélé au sujet du châtiment du tombeau. (Lorsque le fidèle est mort et est enterré), on lui demande : ""Qui est ton Seigneur?"". Il dit alors : ""Mon Seigneur est Dieu et mon Prophète est Muhammad (paix et bénédiction de Dieu sur lui)"". C'est à cela que fait allusion ce verset coranique : Dieu affermit les croyants par la parole ferme dans la vie présente et dans l'au-delà... Compte final",53,88,2871.01
7220,,53,89,2871.02
7221,,53,90,2872
7222,,53,91,2873
7223,,53,92,2874
7224,,53,93,2875
7225,"D'après 'Aïcha (que Dieu soit satisfait d'elle), l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) a dit : ""Au Jour de la Résurrection, celui dont on épluchera le compte sera châtié"". - ""Mais, dis-je, n'est-il pas dit dans le Coran : sera soumis à un jugement facile"". - ""Il s'agit dans ce verset de la simple présentation devant Dieu, l'Exalté, (et non de l'examen des comptes), car celui dont on épluchera le compte au Jour de la Résurrection sera châtié"". Ordre de bien penser à Dieu lors de la mort",53,94,2876.01
7226,,53,95,2876.02
7227,,53,96,2876.03
7228,,53,97,2876.04
7229,,53,98,2877.01
7230,,53,99,2877.02
7231,,53,100,2877.03
7232,,53,101,2878.01
7233,,53,102,2878.02
7234,"Abdoullâh Ibn 'Omar (رضي الله عنهما) a dit : J'ai entendu l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) dire : ""Lorsque Dieu veut châtier un peuple, Il fait que le châtiment atteint tout le peuple, puis, ils seront jugés d'après ses œuvres"". L'authentique de Mouslim 53 - Tentations et indices du Jour dernier Approche des troubles et ouverture du rempart de Gog et Magog",53,103,2879
7235,,54,1,2880.01
7236,,54,2,2880.02
7237,"D'après Zaynab bint Jahch (que Dieu soit satisfait d'elle), Un jour, le Prophète (paix et bénédiction de Dieu sur lui) se réveilla effrayé et dit alors : ""Il n'y a d'autre divinité que Dieu; malheur aux Arabes qui sont sous le coup d'un danger imminent. Aujourd'hui, une brèche est faite dans le mur de Gog et de Magog de cette grandeur"". Sufyân fit alors signe pour indiquer le nombre dix (pour donner idée de la grandeur de la fissure). - ""Ô Envoyé de Dieu, m'écriai-je, allons-nous donc périr, alors qu'il y a parmi nous des gens vertueux?"". - ""Oui, répondit-il, si les turpitudes deviennent nombreuses",54,3,2880.03
7238,,54,4,2880.04
7239,"D'après Abou Hourayra (que Dieu l'agrée), le Prophète (paix et bénédiction de Dieu sur lui) a dit : ""Aujourd'hui, une brèche de cette grandeur est faite dans le mur de Gog et de Magog "". Wuhayb fit indiquer avec ses doigts qu'il s'agit de quatre-vingt-dix. Engloutissement de l'armée qui attaquera la Maison Sacrée",54,5,2881
7240,,54,6,2882.01
7241,,54,7,2882.02
7242,,54,8,2883.01
7243,,54,9,2883.02
7244,"D'après 'Aïcha (que Dieu soit satisfait d'elle), l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) s'était renfrogné en dormant. Comme on lui dit : ""Ô Envoyé de Dieu, tu as fait une grimace en dormant, que tu n'as pas l'habitude de faire"". - ""C'est l'étonnement, dit-il, j'ai vu quelques-uns de ma Communauté attaquer la Ka'ba à la recherche d'un Qoraychite qui y a pris refuge. Arrivés à un certain endroit du désert, ces gens y furent engloutis"". - ""Ô Envoyé de Dieu, répondîmes-nous, un même chemin peut grouper des gens de diverses intentions"". -""Certes, dit alors le Prophète, il y a eu entre eux ceux qui sont bien conscients de leur objectif (attaquer la Maison Sacrée), ceux qui sont contraints à les suivre et il y a eu enfin les voyageurs suivant accidentellement leur chemin. Cependant, ils seront tous engloutis mais ils seront en revanche ressuscités selon leurs intentions"". Les troubles se produiront comme la pluie qui tombe",54,10,2884
7245,"Usâma (que Dieu l'agrée) a dit : Le Prophète (paix et bénédiction de Dieu sur lui), montant un jour sur une des tours de Médine, s'écria : ""Voyez-vous, ce que je vois? Eh bien! Je vois les lieux de troubles parmi vos demeures, comme on voit les lieux où tombe la pluie",54,11,2885.01
7246,,54,12,2885.02
7247,"D'après Abou Hourayra (que Dieu l'agrée), l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) a dit : ""Il y aura des séditions; celui qui restera alors éloigné d'eux (sans y participer) vaudra mieux que celui qui se lèvera (y prendra part); celui qui se lèvera vaudra mieux que celui qui marchera (y participera grandement), celui qui marchera vaudra mieux que celui qui courra (excitera les autres). Celui qui s'exposera à ces séditions, elles s'exposeront à lui. Que celui qui pourra trouver un asile ou un abri, qu'il s'y réfugie"". Les deux musulmans qui s'entre-tuent",54,13,2886.01
7248,,54,14,2886.02
7249,,54,15,2886.03
7250,,54,16,2887.01
7251,,54,17,2887.02
7252,,54,18,2888.01
7253,,54,19,2888.02
7254,,54,20,2888.03
7255,,54,21,2888.04
7256,"D'après Abou Hourayra (que Dieu l'agrée), l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) a dit : ""L'Heure Suprême n'arrivera pas avant qu'un grand combat ne soit livré entre deux grandes troupes prêchant toutes les deux la même chose",0,0,
7257,,54,23,157.10
7258,,54,24,2889.01
7259,,54,25,2889.02
7260,,54,26,2890.01
7261,,54,27,2890.02
7262,,54,28,2891.01
7263,,54,29,2891.02
7264,,54,30,2891.03
7265,,54,31,2891.04
7266,,54,32,2891.05
7267,,54,33,2892
7268,,54,34,144.04
7269,,54,35,144.05
7270,,54,36,144.06
7271,,54,37,2893
7272,,54,38,2894.01
7273,,54,39,2894.02
7274,,54,40,2894.03
7275,,54,41,2894.04
7276,,54,42,2895
7277,,54,43,2896
7278,,54,44,2897
7279,,54,45,2898.01
7280,,54,46,2898.02
7281,,54,47,2899.01
7282,,54,48,2899.02
7283,,54,49,2899.03
7284,,54,50,2900
7285,,54,51,2901.01
7286,,54,52,2901.02
7287,,54,53,2901.03
7288,,54,54,2901.04
7289,"D'après Abou Hourayra (que Dieu l'agrée), l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) a dit : ""L'Heure Suprême n'arrivera pas avant qu'un feu ne jaillisse du pays du Hedjaz, dont la lueur éclairera les cous des chameaux se trouvant à Bossra"". Le trouble viendra de l'Orient où se lèveront les deux cornes de Satan",54,55,2902
7290,,54,56,2903
7291,,54,57,2904
7292,,54,58,2905.01
7293,,54,59,2905.02
7294,,54,60,2905.03
7295,,54,61,2905.04
7296,"D'après Ibn 'Omar (رضي الله عنهما), Il a entendu l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) dire en se dirigeant vers l'Orient : ""La sédition viendra de ce côté, la sédition viendra de ce côté, d'où apparaîtra les cornes du Satan"". L'Heure n'arrivera avant que Dhû Al-Khalasa ne soit adorée par les Daws",54,62,2905.05
7297,,54,63,2905.06
7298,"D'après Abou Hourayra (que Dieu l'agrée), l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) a dit : ""L'Heure Suprême n'arrivera pas avant que les femmes de Daws ne tournent autour de Dhû Al-Khalâsa (pour l'adorer)"". Dhû Al-Khalâsa était une idole qu'adoraient les Daws à l'époque antéislamique à Tabâla. L'Heure n'arrivera pas avant que l'homme ne passe par une tombe en souhaitant être à la place du mort à force des malheurs",54,64,2906
7299,,54,65,2907.01
7300,,54,66,2907.02
7301,,0,0,
7302,,0,0,
7303,,54,69,2908.01
7304,,54,70,2908.02
7305,,54,71,2909.01
7306,,54,72,2909.02
7307,,54,73,2909.03
7308,,54,74,2910
7309,,54,75,2911
7310,,54,76,2912.01
7311,,54,77,2912.02
7312,,54,78,2912.03
7313,,54,79,2912.04
7314,,54,80,2912.05
7315,,54,81,2913.01
7316,,54,82,2913.02
7317,,54,84,2914.01
7318,,54,83,2914
7319,,0,0,
7320,,54,86,2915.01
7321,,54,87,2915.02
7322,,54,88,2916.01
7323,,54,89,2916.02
7324,,54,90,2916.03
7325,,0,0,
7326,,54,91,2917
7327,,54,92,2918.01
7328,,54,93,2918.02
7329,,0,0,
7330,,0,0,
7331,,0,0,
7332,,0,0,
7333,,0,0,
7334,,0,0,
7335,,0,0,
7336,,0,0,
7337,,0,0,
7338,,0,0,
7339,,0,0,
7340,,0,0,
7341,,0,0,
7342,,0,0,
7343,,0,0,
7344,,54,108,2924.01
7345,,54,109,2924.02
7346,,54,110,2925
7347,,54,111,2926
7348,"D'après Abou Sa'îd Al-Khoudri (que Dieu l'agrée), Je faisais route vers La Mecque accompagné de Ibn Sayyâd, lorsque celui-ci me dit : ""Vois-tu comment les gens prétendent que je suis l'Antéchrist, n'as-tu pas entendu l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) dire que l'Antéchrist était stérile?"". - ""Si"", répondis-je. - ""Eh bien! Moi j'ai un enfant. Ne l'as-tu pas entendu dire également que l'Antéchrist n'entrera ni à La Mecque ni à Médine?"". - ""Si"" -""Eh bien! Je suis né à Médine et me voilà en route pour la Mecque"". Ibn Sayyâd dit enfin : ""Par Dieu! Je sais bien quand et où l'Antéchrist est né et où il est actuellement"". Or par ses propos, ajouta le transmetteur, Ibn Sayyâd me mettra dans la confusion à propos de son identité",54,112,2927.01
7349,,54,113,2927.02
7350,,54,114,2927.03
7351,,54,115,2928.01
7352,,54,116,2928.02
7353,"D'après Jâbir Ibn 'Abdoullâh (رضي الله عنهما), Muhammad Ibn Al-Munkadir a dit : J'étais présent quand Jâbir Ibn 'Abdoullâh jura, par Dieu, qu' Ibn Sayyâd était l'Antéchrist. - ""Jures-tu par Dieu?"", lui dis-je. - ""J'ai entendu 'Umar jurer ainsi, répondit-il en présence du Prophète (paix et bénédiction de Dieu sur lui) qui ne le lui a pas reproché",54,117,2929
7354,"D'après 'Abdoullah Ibn 'Omar (رضي الله عنهما), 'Umar se rendit avec le Prophète (paix et bénédiction de Dieu sur lui) dans un groupe de musulmans du côté de l'endroit où se trouvait Ibn Sayyâd. Ils le trouvèrent en train de jouer avec d'autres enfants près du château des Banû Maghâla. A cette époque, Ibn Sayyâd s'approchait de l'âge de la puberté. Il ne s'aperçut de l'arrivée du Prophète que lorsque celui-ci, l'ayant frappé de sa main sur le dos, lui dit : ""Confesses-tu que je suis l'Envoyé de Dieu?"". Ibn Sayyâd le regarda et lui répondit : ""Je confesse que tu es l'envoyé des illettrés"". Puis, il ajouta en s'adressant au Prophète : ""Et toi, confesses-tu que je suis l'Envoyé de Dieu?"". Alors, le Prophète refusa et reprit : ""Je crois en Dieu et en ses Envoyés. Mais toi, quelles visions as-tu?"". - ""J'en ai de vraies et de mensongères"", répartit Ibn Sayyâd. - ""C'est que pour toi, riposta le Prophète, les choses sont embrouillées. Eh bien! J'ai quelque chose pour toi"". - ""Il s'agit d'un astuce"", dit Ibn Sayyâd. - ""Que tu sois déprécié et humilié!, s'écria le Prophète, tu ne saurais jamais faire ce qui est au-dessus de tes forces!"". 'Omar Ibn Al-Khattâb dit alors : ""Ô Envoyé de Dieu! Laisse-moi lui trancher la tête"". - ""S'il est l'Antéchrist, répliqua l'Envoyé de Dieu, tu ne saurais avoir de pouvoir sur lui; et, s'il n'est pas l'Antéchrist, il n'y aura pour toi aucun avantage à l'avoir tué"". Le transmetteur Sâlim Ibn 'Abdoullâh poursuivit : J'ai entendu 'Abdoullâh Ibn 'Omar : Plus tard, l'Envoyé de Dieu, accompagné de 'Ubayy Ibn Ka'b Al-‘Ansârî se rendit vers un bosquet de palmiers où se trouvait Ibn Sayyâd. Il (paix et bénédiction de Dieu sur lui) dissimula son approche, espérant surprendre quelque propos d' Ibn Sayyâd avant d'être aperçu de ce dernier, qu'il vit couché dans une couverture et il s'y agitait -ou selon une variante- il chantait. Mais la mère d' Ibn Sayyâd ayant aperçu l'Envoyé de Dieu qui se dissimulait derrière les troncs de palmier, cria à son fils : ""Hé! Sâfi, c'était le nom d' Ibn Sayyâd voilà Muhammad "". Aussitôt, Ibn Sayyâd bondit. - ""Si dit alors le Prophète, cette femme l'avait laissé, il nous aurait montrés clairement (qui il était)"". Sâlim dit : 'Abdoullâh Ibn 'Omar ajoute que le Prophète groupa les gens et après avoir loué et glorifié Dieu, leur dit : ""Je vous mets en garde contre l'Antéchrist. En effet, il n'y a aucun Prophète qui n'a engagé son peuple à se méfier de l'Antéchrist. Noé aussi a mis son peuple en garde contre lui; mais je vais vous annoncer de lui ce qu'aucun Prophète n'avait signalé à son peuple. Sachez que l'Antéchrist est borgne alors que Dieu, que soient exaltées Sa toute puissance et Sa grandeur, n'est pas borgne"". L'Antéchrist, son portrait et ce qu'il y aura avec lui",0,0,
7355,,0,0,
7356,,54,118,169.04
7357,,54,119,2930.02
7358,,54,120,2930.03
7359,,54,121,2932.01
7360,,54,122,2932.02
7361,,54,123,169.05
7362,,54,124,169.06
7363,"D'après Anas Ibn Mâlik (que Dieu l'agrée), le Prophète (paix et bénédiction de Dieu sur lui) a dit : Aucun Prophète n'a pas pris soin d'engager son peuple à se méfier du borgne imposteur. Or il est borgne, mais votre Seigneur, Lui, n'est pas borgne. Entre les yeux de l'Antéchrist, ces lettres sont écrites : le Kâf, le Fâ' et le Râ' (kufr, c-.à.d. infidélité)",54,125,2933.01
7364,,54,126,2933.02
7365,,54,127,2933.03
7366,,54,128,2934.01
7367,,54,129,2934.02
7368,,0,0,
7369,,54,131,2935.01
7370,,54,132,2935.02
7371,,0,0,
7372,,54,133,2936
7373,,54,134,2937.01
7374,,54,135,2937.02
7375,"Abou Sa'îd Al-khudrî (que Dieu l'agrée) a dit : Un jour, l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) nous fit un long récit sur l'Antéchrist. Il nous dit alors, entre autre : L'Antéchrist viendra mais il lui sera interdit d'entrer par un des chemins conduisant à Médine. Il s'installera dans une des dépressions salines qui sont auprès de Médine. Ce jour-là, un homme, le meilleur des hommes -ou selon une variante un des meilleurs des hommes- ira le trouver et lui dira : ""J'atteste que tu es l'Antéchrist dont l'Envoyé de Dieu nous a parlés"". - ""Que penseriez-vous, dira l'Antéchrist (aux gens), si je tuais cet homme et si ensuite je le ressuscitais? Douteriez-vous de la chose?"". - ""Non"", répondra-t-on. Alors, il tuera l'homme et le ressuscitera; puis, quand il sera ressuscité, l'homme dira : ""Par Dieu! Je n'ai jamais été plus sûr que tu étais l'Antéchrist plus que maintenant"". L'Antéchrist essayera alors de le tuer, mais il ne pourra plus rien contre lui. La valeur minime de l'Antéchrist aux yeux de Dieu",54,136,2938.01
7376,,54,137,2938.02
7377,,54,138,2938.03
7378,"Al-Mughîra Ibn Chu'ba (que Dieu l'agrée) a dit : Personne n'a interrogé le Prophète (paix et bénédiction de Dieu sur lui) au sujet de l'Antéchrist comme je l'ai fait moi-même, au point qu'il me dit : ""Il ne devrait pas être une source de préoccupation pour toi. Il ne pourrait rien contre toi"". - ""On prétend, répondis-je, qu'il apportera avec lui des aliments et des fleuves"". - ""L'Antéchrist sera quand même si insignifiant aux yeux de Dieu, en dépit de tout cela"". Récit de l'espionne",54,139,2939.01
7379,,54,140,2939.02
7380,,54,141,2939.03
7381,,54,142,2940.01
7382,,54,143,2940.02
7383,,54,144,2941.01
7384,,54,145,2941.02
7385,,54,146,2941.03
7386,,54,147,2942.01
7387,,54,148,2942.02
7388,,54,149,2942.03
7389,,54,150,2942.04
7390,,54,151,2943.01
7391,,54,152,2943.02
7392,,54,153,2944
7393,,54,154,2945.01
7394,,54,155,2945.02
7395,,54,156,2946.01
7396,,54,157,2946.02
7397,,54,158,2947.01
7398,,54,159,2947.02
7399,,54,160,2947.03
7400,,54,161,2948.01
7401,,54,162,2948.02
7402,,54,163,2949
7403,"Sahl Ibn Sa'd (que Dieu l'agrée) a dit : J'ai entendu l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) dire, en joignant l'index au majeur : ""J'ai été envoyé, moi et l'Heure ainsi",54,164,2950
7404,"D'après Anas (que Dieu l'agrée), le Prophète (paix et bénédiction de Dieu sur lui) a dit : ""J'ai été envoyé, moi et l'Heure comme ces deux-ci",54,165,2951.01
7405,,54,166,2951.02
7406,,54,167,2951.03
7407,,54,168,2951.04
7408,,54,169,2951.05
7409,"Aïcha (que Dieu soit satisfait d'elle) a dit : Quand les bédouins venaient trouver le Prophète (paix et bénédiction de Dieu sur lui), ils l'interrogeaient au sujet de l'Heure, quand-est-ce elle aurait lieu. Regardant alors le plus jeune d'entre eux, il dit : ""Si celui-là vit et avant qu'il ne soit atteint de la décrépitude, il sera témoin de l'arrivée de votre Heure",54,170,2952
7410,,54,171,2953.01
7411,"D'après Anas (que Dieu l'agrée), un homme vint interroger l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) : ""Quand est-ce que l'Heure aura-t-elle lieu?"". Le Prophète ayant chez lui un garçon des 'Ansâr, nommé Muhammad, répondit alors : ""Si ce petit garçon reste encore en vie, et avant qu'il ne soit atteint de la décrépitude, il sera témoin de l'arrivée de votre Heure"". Ce qu'il y aura entre les deux souffles de la Trompe",54,172,2953.02
7412,,54,173,2953.03
7413,,54,174,2954
7414,"D'après Abou Hourayra (que Dieu l'agrée), le Prophète (paix et bénédiction de Dieu sur lui) a dit : ""Entre les deux souffles (de la Trompette), il y aura quarante"". Le transmetteur ajoute : On me demanda alors : ""Ô Abou Hourayra! S'agit-il de quarante jours?"". Mais je ne leur répondit point. - ""S'agit-il de quarante mois?"", reprit-on. Or je garda le silence. - ""S'agit-il donc de quarante ans?"". Je ne dis rien, puis, je poursuivis, en disant : ""Puis, Dieu fera descendre une eau du ciel, grâce à laquelle les gens pousseront comme poussent les légumes. Tout le corps de l'homme disparaîtra sauf les os du coccyx (de l'extrémité inférieure de la colonne vertébrale), car c'est sur ces os qu'il sera ressuscité au Jour du Jugement"". L'authentique de Mouslim 54 - Ascetisme et indigents",54,175,2955.01
7415,,54,176,2955.02
7416,,54,177,2955.03
7417,,55,1,2956
7418,,55,2,2957.01
7419,,55,3,2957.02
7420,,55,4,2958.01
7421,,55,5,2958.02
7422,,55,6,2959.01
7423,,55,7,2959.02
